case_row_id,conflict_id,artifact_id,artifact_name,record_ids,source_count,sources,identity_grade,alignment_status,slot,slot_label,conflict_type,current_status,Gq_value,Yjzq_value,QNQY_value,CQL_value,text_support,image_support,subject_scope,audit_flags,review_readiness,machine_audit_note,expert_decision,expert_canonical_value,expert_rationale
GQ-061,conflict:gq-object-9a8c534b1e:inscription,gq-object-9a8c534b1e,秋鸿,QNQY039 | CQL034,2,CQL | QNQY,C_name_only,confirmed,inscription,铭文,substantive_conflict,differ,,,39_铭文,"岁古材良,形短声长。其色浸黯,其文弥彰。抚便于膝,携便于囊。爱尔小雅,偕我行藏。明万历癸未(1583),新安潘玮识 | 此琴自唐麟德间家传,至皇宋太平兴国之五年重修,藏于百忍堂 | 泰山之桐高百尺,取彼孙枝坚且实。斫而为琴藏我室,厥音锵锵出金石,鼓之迮之加诸漆 | 秋鸿 | 集海岱之良才",structural_problem | supported,attribute_linked_available,34_凤沼 | 34_雁足 | 34_龙池 | 39_凤沼 | 39_龙池,identity_needs_review | internal_entity_reference | mixed_subject_scope,P2_data_cleanup,整琴与构件属性可能被合并，需按主语拆分；内部实体编号被当作值，需解析实体；跨来源同物对齐证据不足,Unreviewed,,
GQ-053,conflict:gq-object-1215b79e6b:duanwen,gq-object-1215b79e6b,谷应,QNQY033 | CQL021,2,CQL | QNQY,A_strong,confirmed,duanwen,断纹,substantive_conflict,differ,,,小流水断 | 牛毛断,小流水断与牛毛断,supported,attribute_linked_available,21_谷应 | 33_琴面 | 33_谷应,mixed_subject_scope,P2_data_cleanup,整琴与构件属性可能被合并，需按主语拆分,Unreviewed,,
GQ-056,conflict:gq-object-1215b79e6b:lacquer,gq-object-1215b79e6b,谷应,QNQY033 | CQL021,2,CQL | QNQY,A_strong,confirmed,lacquer,漆色,lexical_variant,overlap,,,黑漆 | 黑色,黑漆,partial | supported,attribute_linked_available,21_谷应 | 33_琴底 | 33_琴面 | 33_谷应,lexical_only | mixed_subject_scope | value_not_found_in_text,P2_data_cleanup,整琴与构件属性可能被合并，需按主语拆分；至少一个抽取值未在当前 OCR 文本中定位,Unreviewed,,
GQ-057,conflict:gq-object-1215b79e6b:provenance,gq-object-1215b79e6b,谷应,QNQY033 | CQL021,2,CQL | QNQY,A_strong,confirmed,provenance,递藏与来源,substantive_conflict,differ,,,不详 | 徐圣禅后人 | 杨宗稷,徐桴后人,structural_problem | supported,non_diagnostic_for_slot,21_谷应 | 33_谷应,placeholder_as_value,P2_data_cleanup,缺失占位符不应构成冲突,Unreviewed,,
GQ-052,conflict:gq-object-1215b79e6b:component_material,gq-object-1215b79e6b,谷应,QNQY033 | CQL021,2,CQL | QNQY,A_strong,confirmed,component_material,配件材质,partial_overlap,overlap,,,翡翠,硬木 | 翡翠,supported,attribute_linked_available,21_徽第四徽 | 21_谷应 | 33_徽 | 33_谷应,mixed_subject_scope,P2_data_cleanup,整琴与构件属性可能被合并，需按主语拆分,Unreviewed,,
GQ-055,conflict:gq-object-1215b79e6b:inscription,gq-object-1215b79e6b,谷应,QNQY033 | CQL021,2,CQL | QNQY,A_strong,confirmed,inscription,铭文,partial_overlap,overlap,,,刘墉 | 梦禅居士藏 | 解愠阜财 | 谷应 | 雷霄制,梦禅居士藏 | 谷应 | 雷霄制,supported,attribute_linked_available,21_轸池 | 21_龙池 | 21_龙池下中 | 33_琴底 | 33_龙池,mixed_subject_scope,P2_data_cleanup,整琴与构件属性可能被合并，需按主语拆分,Unreviewed,,
GQ-054,conflict:gq-object-1215b79e6b:inscriber,gq-object-1215b79e6b,谷应,QNQY033 | CQL021,2,CQL | QNQY,A_strong,confirmed,inscriber,题刻者,substantive_conflict,differ,,,刘墉,21_刘墉,structural_problem | supported,attribute_linked_available,21_龙池上方 | 33_龙池,internal_entity_reference,P2_data_cleanup,内部实体编号被当作值，需解析实体,Unreviewed,,
GQ-026,conflict:gq-object-30add4e511:inscription,gq-object-30add4e511,韵磬,Gq00034 | Yjzq00033,2,Gq | Yjzq,A_strong,confirmed,inscription,铭文,partial_overlap,overlap,大明隆庆四年岁次庚午季秋吉旦 | 存诚养德 | 洪都谌廷用奉命按古式□斫 | 益王之宝 | 益藩世孙潢南道人获古桐材雅制 | 韵磬,存诚养德 | 盘王之宝 | 韵磬,,,supported,attribute_linked_available,33_琴底 | 33_龙池 | 34_琴底,mixed_subject_scope,P2_data_cleanup,整琴与构件属性可能被合并，需按主语拆分,Unreviewed,,
GQ-058,conflict:gq-object-9a8c534b1e:current_holder,gq-object-9a8c534b1e,秋鸿,QNQY039 | CQL034,2,CQL | QNQY,C_name_only,confirmed,current_holder,现藏单位,substantive_conflict,differ,,,浙江省博物馆,杨宗稷后人 | 民间,partial | supported,non_diagnostic_for_slot,34_秋鸿 | 39_秋鸿,identity_needs_review | value_not_found_in_text,P3_alignment_review,至少一个抽取值未在当前 OCR 文本中定位；跨来源同物对齐证据不足,Unreviewed,,
GQ-060,conflict:gq-object-9a8c534b1e:inscriber,gq-object-9a8c534b1e,秋鸿,QNQY039 | CQL034,2,CQL | QNQY,C_name_only,confirmed,inscriber,题刻者,substantive_conflict,differ,,,潘纬,张荀執 | 潘玮,supported,attribute_linked_available,34_秋鸿 | 39_秋鸿,identity_needs_review,P3_alignment_review,跨来源同物对齐证据不足,Unreviewed,,
GQ-032,conflict:gq-object-637f5152f3:lacquer,gq-object-637f5152f3,无名琴 · Gq00041 / Yjzq00040,Gq00041 | Yjzq00040,2,Gq | Yjzq,A_strong,confirmed,lacquer,漆色,lexical_variant,overlap,栗壳色漆,栗壳色,,,supported,attribute_linked_available,40_无名琴 | 41_无名琴,lexical_only,Exclude_lexical_variant,数据链路完整，可进入领域专家核验,Unreviewed,,
GQ-010,conflict:gq-object-b688f82946:dating,gq-object-b688f82946,松石间意,Gq00020 | QNQY053,2,Gq | QNQY,A_strong,confirmed,dating,年代,lexical_variant,overlap,北宋(960~1127年),,北宋,,supported,non_diagnostic_for_slot,20_松石间意 | 53_松石间意,lexical_only,Exclude_lexical_variant,数据链路完整，可进入领域专家核验,Unreviewed,,
GQ-012,conflict:gq-object-b688f82946:lacquer,gq-object-b688f82946,松石间意,Gq00020 | QNQY053,2,Gq | QNQY,A_strong,confirmed,lacquer,漆色,lexical_variant,overlap,通体黑漆,,黑漆,,supported,attribute_linked_available,20_松石间意 | 53_松石间意,lexical_only,Exclude_lexical_variant,数据链路完整，可进入领域专家核验,Unreviewed,,
